cif,municipality,prov,mun,base_year,data,notes
c,"Newell, County Of",1,3,2000,-!7137!-!-!-!-!6852!6862!-!7101!-!6789!6786!7138!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Newell, County Of",1,3,2000,6994!-!7080!7023!6966!6909!-!-!6982!-!6945!-!-!-!7142!7145!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Newell, County Of",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!7222!7297!7375!7456!7536@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Newell, County Of",2,1,2000,-!7137!-!-!-!-!6852!6862!-!7101!-!6789!6786!7138!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Newell, County Of",2,1,2000,6994!-!7080!7023!6966!6909!-!-!6982!-!6945!-!-!-!7142!7145!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Newell, County Of",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!7152!7162!7187!7232!7271@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Newell, County Of",2,2,2000,-!7137!-!-!-!-!6852!6862!-!7101!-!6789!6786!7138!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Newell, County Of",2,2,2000,6994!-!7080!7023!6966!6909!-!-!6982!-!6945!-!-!-!7142!7145!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Newell, County Of",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!7176!7210!7259!7330!7393@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Newell, County Of",2,3,2000,-!7137!-!-!-!-!6852!6862!-!7101!-!6789!6786!7138!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Newell, County Of",2,3,2000,6994!-!7080!7023!6966!6909!-!-!6982!-!6945!-!-!-!7142!7145!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Newell, County Of",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!7078!7008!6942!6878!6813@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Newell, County Of",3,1,2000,-!7137!-!-!-!-!6852!6862!-!7101!-!6789!6786!7138!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Newell, County Of",3,1,2000,6994!-!7080!7023!6966!6909!-!-!6982!-!6945!-!-!-!7142!7145!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Newell, County Of",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!7102!7056!7013!6972!6930@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Newell, County Of",3,2,2000,-!7137!-!-!-!-!6852!6862!-!7101!-!6789!6786!7138!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Newell, County Of",3,2,2000,6994!-!7080!7023!6966!6909!-!-!6982!-!6945!-!-!-!7142!7145!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Newell, County Of",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!7126!7104!7084!7067!7048@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Newell, County Of",3,3,2000,-!7137!-!-!-!-!6852!6862!-!7101!-!6789!6786!7138!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Newell, County Of",3,3,2000,6994!-!7080!7023!6966!6909!-!-!6982!-!6945!-!-!-!7142!7145!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Newell, County Of",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!7078!7008!6942!6878!6813@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",1,1,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",1,1,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3580!3606!3637!3670!3703@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",1,2,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",1,2,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3589!3632!3681!3736!3795@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",1,3,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",1,3,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3574!3592!3611!3631!3647@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",2,1,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",2,1,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3525!3504!3488!3478!3471@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",2,2,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",2,2,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3538!3529!3526!3529!3534@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",2,3,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",2,3,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3497!3439!3384!3330!3272@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",3,1,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",3,1,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3510!3464!3421!3379!3333@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",3,2,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",3,2,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3523!3490!3458!3428!3394@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Lights, County Of",3,3,2000,-!4216!3636!-!-!-!3772!3556!-!-!-!4117!-!-!-!3555!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Northern Lights, County Of",3,3,2000,4149!-!-!3670!3704!3738!-!-!3696!3837!3977!-!3977!3836!3696!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Northern Lights, County Of",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!3497!3439!3384!3330!3272@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Northern Sunrise County",1,1,2000,2552!2123!2324!-!-!-!1747!2547!2664!2909!2880!1791!2780!2525!-!-!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
i,"Northern Sunrise County",1,1,2000,-!-!-!2180!2036!1891!-!-!-!-!-!-!-!-!2526!2528!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
f,"Northern Sunrise County",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!2545!2564!2586!2609!2633@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
c,"Northern Sunrise County",1,2,2000,2552!2123!2324!-!-!-!1747!2547!2664!2909!2880!1791!2780!2525!-!-!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
i,"Northern Sunrise County",1,2,2000,-!-!-!2180!2036!1891!-!-!-!-!-!-!-!-!2526!2528!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
f,"Northern Sunrise County",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!2551!2582!2617!2656!2698@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
c,"Northern Sunrise County",1,3,2000,2552!2123!2324!-!-!-!1747!2547!2664!2909!2880!1791!2780!2525!-!-!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
i,"Northern Sunrise County",1,3,2000,-!-!-!2180!2036!1891!-!-!-!-!-!-!-!-!2526!2528!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
f,"Northern Sunrise County",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!2541!2554!2567!2582!2593@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
c,"Northern Sunrise County",2,1,2000,2552!2123!2324!-!-!-!1747!2547!2664!2909!2880!1791!2780!2525!-!-!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
i,"Northern Sunrise County",2,1,2000,-!-!-!2180!2036!1891!-!-!-!-!-!-!-!-!2526!2528!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
f,"Northern Sunrise County",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!2566!2611!2661!2716!2774@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
c,"Northern Sunrise County",2,2,2000,2552!2123!2324!-!-!-!1747!2547!2664!2909!2880!1791!2780!2525!-!-!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
i,"Northern Sunrise County",2,2,2000,-!-!-!2180!2036!1891!-!-!-!-!-!-!-!-!2526!2528!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
f,"Northern Sunrise County",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!2568!2616!2669!2728!2789@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
c,"Northern Sunrise County",2,3,2000,2552!2123!2324!-!-!-!1747!2547!2664!2909!2880!1791!2780!2525!-!-!-!-!-!-!@,"<ul><li>In 2011 both municipal and federal census was conducted.</li><li>Official population includes shadow population which is not accounted for in the federal census year.  A shadow population is defined as a person who resides in a municipality on a seasonal basis for a given period of time, but has a permanent residence elsewhere.</li></ul>"
